Date,Close,Volume,VIX_Close,Unemployment,Google_Sentiment_Index,SP500_Returns,VIX_Change,VIX_Norm,Google_Norm,Unemp_Norm,Mood_Index,Mood_Zone,google_sentiment_7d_mean,google_sentiment_7d_std,sp500_returns_5d_volatility,sentiment_vol_interaction,sp500_returns_lag1,vix_change_lag1,sp500_returns_lag2,vix_change_lag2,sp500_ret_roll4_lag_mean,sp500_ret_roll4_lag_std,vix_change_roll4_lag_mean,vix_change_roll4_lag_std,sp500_ret_roll8_lag_mean,sp500_ret_roll8_lag_std,vix_change_roll8_lag_mean,vix_change_roll8_lag_std,sp500_ret_roll12_lag_mean,sp500_ret_roll12_lag_std,vix_change_roll12_lag_mean,vix_change_roll12_lag_std,sp500_ret_roll4_stability,vix_change_roll4_stability,sp500_ret_roll8_stability,vix_change_roll8_stability,sp500_ret_roll12_stability,vix_change_roll12_stability
2004-01-02,1126.3299560546875,5930800000,15.5,5.7,38.0,,,0.0943536498279517,0.3404255319148936,0.2017543859649123,0.2121778559025859,Calm,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-09,1130.52001953125,8209800000,16.75,5.7,38.0,0.0037201030249069,0.0806451612903225,0.1129272018279032,0.3404255319148936,0.2017543859649123,0.2183690399025697,Calm,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-16,1147.6199951171875,6871900000,14.34000015258789,5.7,38.0,0.0151257609688573,-0.1438805879052005,0.0771173958392761,0.3404255319148936,0.2017543859649123,0.2064324379063606,Calm,,,,,0.0037201030249069,0.0806451612903225,,,,,,,,,,,,,,,,,,,,
2004-01-23,1128.47998046875,8250600000,16.780000686645508,5.7,38.0,-0.0166780072932443,0.1701534524472985,0.1133729772786589,0.3404255319148936,0.2017543859649123,0.2185176317194882,Calm,38.0,0.0,,,0.0151257609688573,-0.1438805879052005,0.0037201030249069,0.0806451612903225,0.0094229319968821,0.0057028289719752,-0.031617713307439003,0.1122628745977615,,,,,,,,,1.6523256073192072,-0.28163997349155245,,,,
2004-01-30,1126.52001953125,8267800000,17.8700008392334,5.7,38.0,-0.0017368149824739,0.0649582901063512,0.1295691168898959,0.3404255319148936,0.2017543859649123,0.2239163449232339,Calm,38.0,0.0,0.013155698441509106,0.49991654077734604,-0.0166780072932443,0.1701534524472985,0.0151257609688573,-0.1438805879052005,0.0007226189001733005,0.013155698441509106,0.03563934194414016,0.1320946313728524,,,,,,,,,0.05492820076850343,0.2698015907530897,,,,
2004-02-06,1157.760009765625,7450900000,15.390000343322754,5.6,46.0,0.027731411508669,-0.1387800995770425,0.0927191823533344,0.425531914893617,0.1929824561403508,0.2370778511291007,Calm,38.0,0.0,0.011442834173830255,0.5263703719961917,-0.0017368149824739,0.0649582901063512,-0.0166780072932443,0.1701534524472985,0.00010776042951150046,0.011442834173830255,0.04296907898469292,0.11509960409748712,0.00010776042951150046,0.011442834173830255,0.04296907898469292,0.11509960409748712,,,,,0.009417284079906035,0.373320820243466,0.009417284079906035,0.373320820243466,,
2004-02-13,1151.8199462890625,5572400000,15.59000015258789,5.6,46.0,-0.0051306517986962,0.0129954389086099,0.0956909478392275,0.425531914893617,0.1929824561403508,0.2380684396243984,Calm,39.333333333333336,2.981423969999719,0.01506125290189061,0.692817633486968,0.027731411508669,-0.1387800995770425,-0.0017368149824739,0.0649582901063512,0.006110587550452026,0.016805022774903082,-0.011887236232148327,0.13469232616121857,0.005632490645343,0.01506125290189061,0.006619243272345837,0.126030065127243,,,,,0.36361671559058933,-0.08825473939521458,0.37397222582085043,0.052521144166209434,,
2004-02-20,1143.6700439453125,7327100000,14.93000030517578,5.6,46.0,-0.0070756739106727,-0.04233481981734,0.0858841146505324,0.425531914893617,0.1929824561403508,0.2347994952281667,Calm,40.285714285714285,3.6140316116210043,0.015689025027348993,0.7216951512580537,-0.0051306517986962,0.0129954389086099,0.027731411508669,-0.1387800995770425,0.0010464843585636506,0.01637182570491595,0.02733177047130427,0.11136928615638712,0.003838633571336467,0.014322152951124585,0.0076819425450565144,0.11507372019145824,0.003838633571336467,0.014322152951124585,0.0076819425450565144,0.11507372019145824,0.06391982870484599,0.24541569017070583,0.26802068909719096,0.06675670574931172,0.26802068909719096,0.06675670574931172
2004-02-27,1151.030029296875,7231900000,14.550000190734863,5.6,46.0,0.0064354097499772,-0.0254521169908604,0.0802377531420877,0.425531914893617,0.1929824561403508,0.2329173747253518,Calm,41.42857142857143,3.9589732744431485,0.014999481801775724,0.6899761628816833,-0.0070756739106727,-0.04233481981734,-0.0051306517986962,0.0129954389086099,0.00344706770420655,0.014150153326789334,-0.02579029759485535,0.07546531669155039,0.0022794467881923,0.01379880457954426,0.00053669077899987,0.1079656430999009,0.0022794467881923,0.01379880457954426,0.00053669077899987,0.1079656430999009,0.2436063681426073,-0.3417503349057392,0.16519160118984622,0.00497094037158032,0.16519160118984622,0.00497094037158032
2004-03-05,1123.8900146484375,7066200000,18.670000076293945,5.8,53.0,-0.0235788936497307,0.2831615004501933,0.1414561788334684,0.5,0.2105263157894736,0.283994164874314,Calm,42.57142857142857,3.9589732744431507,0.01271260403876881,0.673768014054747,0.0064354097499772,-0.0254521169908604,-0.0070756739106727,-0.04233481981734,0.005490123887319325,0.013840778436294896,-0.04839289936915824,0.055904726682791395,0.0027989421584154127,0.012980572403564409,-0.002711910192232664,0.10135769056475355,0.0027989421584154127,0.012980572403564409,-0.002711910192232664,0.10135769056475355,0.39666291285030425,-0.8656316088997703,0.21562546363682483,-0.02675584013769817,0.21562546363682483,-0.02675584013769817
2004-03-12,1123.75,7869800000,18.11000061035156,5.8,53.0,-0.0001245803829668,-0.029994615085912,0.1331352354729676,0.5,0.2105263157894736,0.2812205170874804,Calm,44.714285714285715,4.861342722049594,0.01698396193675598,0.900149982648067,-0.0235788936497307,0.2831615004501933,0.0064354097499772,-0.0254521169908604,-0.0073374524022806,0.010705309927112315,0.057092500637650694,0.13205221456082697,-0.0006134324259142875,0.015611491606917117,0.022602632202751185,0.1377659467111741,-0.00013192848693415534,0.0147815285507021,0.02905180210137022,0.13116158721094914,-0.6854030165249789,0.4323479193073613,-0.03929364355862352,0.16406544997706934,-0.008925225666371512,0.22149626653380997
2004-03-19,1091.3299560546875,7264900000,19.809999465942383,5.8,53.0,-0.0288498722538932,0.0938707232632072,0.1583952491883069,0.5,0.2105263157894736,0.2896405216592602,Calm,46.857142857142854,4.733726150223126,0.010000350601411107,0.5300185818747887,-0.0001245803829668,-0.029994615085912,-0.0235788936497307,0.2831615004501933,-0.00608593454834825,0.011172566945987521,0.046344987139020216,0.13686556192846333,-0.0025197250948922998,0.014461995519404585,0.03683837880516225,0.12513203255962085,-0.0001311936765374198,0.01402298942897755,0.023147160382641994,0.12568535677701195,-0.5447211937103441,0.338616859839635,-0.17423079112980172,0.294396069153708,-0.009355613355216806,0.18416751793561467
2004-03-26,1126.2099609375,7089400000,16.739999771118164,5.8,53.0,0.0319610074746858,-0.154972225017078,0.1127786100109847,0.5,0.2105263157894736,0.2744349752668194,Calm,49.0,3.464101615137784,0.013519337975950124,0.7165249127253566,-0.0288498722538932,0.0938707232632072,-0.0001245803829668,-0.029994615085912,-0.011529484134153375,0.014983268636502615,0.08039637290915702,0.12716655231313576,-0.0040412082149734125,0.016384043009721246,0.027303037657150836,0.11726924265750445,-0.002741982638115218,0.015713996122336215,0.029576575189966106,0.12154879316021727,-0.7694905326982142,0.632213194543289,-0.24665511228947004,0.23282351625710024,-0.1744930087977237,0.2433308811848869
2004-04-02,1140.530029296875,7460100000,15.760000228881836,5.6,49.0,0.0127152741105702,-0.0585423868360583,0.0982169520448606,0.4574468085106383,0.1929824561403508,0.2495487388986166,Calm,50.0,3.464101615137788,0.021959652294320234,1.0760229624216915,0.0319610074746858,-0.154972225017078,-0.0288498722538932,0.0938707232632072,-0.005148084702976225,0.023998905024208594,0.04801634590260262,0.16177603159051776,0.00017101959217154976,0.020299018832063156,-0.0001882767332778111,0.13027700132715112,0.00014993320461819995,0.0178422854742428,0.014197508506045764,0.127061425978014,-0.21451330730588966,0.29680753776512764,0.008425017246469069,-0.0014452031434144554,0.008403250605500822,0.11173736076883838
